rep_id,first_name,last_name,rep_name,site,queue_name,department,job_role,can_transfer_departments,tenure_months,months_on_job,tenure_band,primary_skill_tag,secondary_skill_tag,primary_skill_label,secondary_skill_label,strengths,weaknesses,strain_tier,pressure_index_baseline,experiment_condition,qa_score,fcr_30d,repeat_contact_rate,aht_secs,csat_proxy,transfer_rate,escalation_rate,productivity_index,burnout_index,resilience_index,volatility_index,compliance_risk,gaming_propensity,misinformation_risk,policy_accuracy,discovery_skill,conflict_tolerance,technical_skill,credit_discipline,ownership_bias,emotional_regulation,aht_pressure_bias,strain_score,weakness_tags,strength_tags
REP00095,Eli,Lopez,Eli Lopez,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,38,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5638,0.6531,0.2789,577.16,0.6947,0.0251,0.0825,0.5965,0.5044,0.8091,0.5118,0.3745,0.4223,0.0626,0.3452739313666465,0.46481028151774795,0.6407333994053517,0.36852888738169653,0.46051356589147285,0.5145506090719666,0.43362241494329545,0.4548751633783352,0.6263990030612446,policy_confusion,balanced
REP00096,Barbara,Morgan,Barbara Morgan,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,35,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,goodhart_baseline,0.5945,0.7326,0.2412,524.05,0.6289,0.0733,0.1,0.6635,0.3518,0.9875,0.3382,0.1597,0.1702,0.0962,0.4376881396748947,0.580171358629131,0.554013875123885,0.5243306979047206,0.9808624031007751,0.6366464978361918,0.6652434956637758,0.4387253663539262,0.270792027574479,none,balanced
REP00097,Jose,Ruiz,Jose Ruiz,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,31,senior,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,high,0.1359,goodhart_baseline,0.5737,0.8357,0.2214,564.88,0.7645,0.01,0.1069,0.6157,0.5194,0.815,0.5907,0.3092,0.3323,0.1871,0.3750752558699578,0.6407588739290085,0.5198216055500495,0.6351527368404104,0.618701550387597,0.6508975797403428,0.3283522348232155,0.2299302188491014,0.6669471021625454,reactive_under_stress,balanced
REP00098,Jason,Alvarez,Jason Alvarez,NovaWireless,General Support,Call Center,Customer Service Representative,False,5,5,new,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.7477,0.631,0.2594,591.31,0.6421,0.0186,0.0652,0.6256,0.407,0.9519,0.382,0.2585,0.2395,0.3401,0.8988561107766407,0.5244798041615666,0.7264618434093162,0.6148540272659051,0.7415213178294573,0.6124098413207244,0.6068045363575716,0.5259268872577012,0.36817148752808465,none,policy_expert
REP00099,Barbara,Hernandez,Barbara Hernandez,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,39,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7163,0.7281,0.2562,542.7,0.5733,0.0779,0.0306,0.7056,0.4717,0.7329,0.4652,0.3188,0.3171,0.0532,0.8043347381095727,0.5342717258261934,0.8979187314172448,0.7014505231766501,0.5954457364341086,0.18757413046962657,0.495797198132088,0.5036457161710233,0.6399733417424126,none,policy_expert|deescalation_strong
REP00100,Zoe,Jackson,Zoe Jackson,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,28,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6535,0.6789,0.2327,528.42,0.7216,0.1003,0.0361,0.6938,0.4613,1.0,0.4667,0.3668,0.3853,0.0747,0.6152919927754364,0.6061811505507957,0.8706640237859267,0.5391045020397722,0.47916666666666663,0.8240808823529412,0.49379586390927277,0.5550129029950869,0.41267484689478884,none,accountability_driven|deescalation_strong
REP00101,Isabella,Rodriguez,Isabella Rodriguez,NovaWireless,General Support,Call Center,Customer Service Representative,False,4,4,new,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.6141,0.6648,0.2178,553.35,0.6976,0.0752,0.0695,0.6174,0.474,1.0,0.3161,0.2992,0.3285,0.4282,0.49668874172185423,0.6517747858017136,0.7051536174430129,0.4603653248173648,0.6429263565891472,0.7799632352941176,0.6947298198799199,0.46789536403519405,0.3640701370054563,none,accountability_driven
REP00102,Leo,Cruz,Leo Cruz,NovaWireless,General Support,Call Center,Customer Service Representative,False,2,2,new,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,misinformation_risk,high,0.1359,goodhart_baseline,0.5083,0.6156,0.2582,561.23,0.8059,0.1274,0.0481,0.5148,0.5638,0.8253,0.4996,0.3067,0.2731,0.3652,0.17820590006020462,0.5281517747858018,0.811199207135778,0.23329925551673042,0.6247577519379846,0.7410332184644974,0.44989993328885924,0.3926237781953803,0.662881376806262,policy_confusion,deescalation_strong
REP00103,Riley,Roberts,Riley Roberts,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,28,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6236,0.6646,0.2914,580.01,0.6521,0.1025,0.0883,0.6261,0.4679,0.8757,0.609,0.3738,0.4213,0.0909,0.52528597230584,0.4265605875152999,0.6119920713577799,0.47438823015622844,0.46220930232558133,0.5269774803654432,0.3039359573048699,0.4803049652017125,0.577308018977311,reactive_under_stress,balanced
REP00104,Logan,Collins,Logan Collins,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,porting_transfer,billing_resolution,porting_support,billing_support,porting_transfer|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6395,0.7537,0.2042,498.22,0.6234,0.0486,0.0743,0.6767,0.3615,0.8576,0.4585,0.3117,0.3421,0.0666,0.5731487055990366,0.693390452876377,0.6813676907829533,0.6211483809219336,0.6126453488372093,0.4495607268793075,0.504736490993996,0.4280480081397884,0.4340469053110858,none,balanced
REP00105,Mia,Ross,Mia Ross,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5338,0.6785,0.2486,520.69,0.6385,0.0648,0.1478,0.7088,0.3959,0.9421,0.5716,0.4143,0.4041,0.1616,0.2549668874172187,0.5575275397796817,0.31714568880079286,0.35839052945440475,0.36409883720930225,0.5924406956242987,0.3538358905937291,0.5764848249933957,0.4418684297617935,policy_confusion|escalation_prone,balanced
REP00106,Eva,Flores,Eva Flores,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,32,senior,device_support,billing_resolution,device_support,billing_support,device_support|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6343,0.7059,0.1915,527.9,0.6696,0.0872,0.0903,0.6558,0.4597,0.8687,0.5155,0.345,0.3402,0.1093,0.5574954846478024,0.7322521419828641,0.6020812685827551,0.5474270916484117,0.5319767441860466,0.5496098132713576,0.42868579052701805,0.46479345402276984,0.5380666429580883,none,balanced
REP00107,Clara,Hill,Clara Hill,NovaWireless,General Support,Call Center,Customer Service Representative,False,34,34,senior,fraud_unwanted_calls,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls|porting_transfer|generalist,none_flagged,high,0.1359,goodhart_baseline,0.6475,0.6919,0.2798,606.66,0.6465,0.095,0.2118,0.6444,0.6127,0.8005,0.5713,0.3548,0.343,0.0948,0.5972305839855507,0.4620563035495716,0.0,0.5479949445982344,0.508236434108527,0.41423104664209,0.35423615743829207,0.46819356915186316,0.7568081718420819,escalation_prone,balanced
REP00108,Dakota,Scott,Dakota Scott,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,32,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5477,0.7441,0.2144,524.53,0.6503,0.1325,0.1035,0.6509,0.4197,0.9922,0.5646,0.3639,0.4129,0.1099,0.29680915111378675,0.6621787025703794,0.5366699702675917,0.46974452592910176,0.4861918604651162,0.6823880028850776,0.36317545030020004,0.40529882229166897,0.41999291095560465,policy_confusion,balanced
REP00109,Mateo,Peterson,Mateo Peterson,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,25,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6848,0.6874,0.2878,538.24,0.6407,0.1184,0.0185,0.6575,0.4258,0.8591,0.2465,0.2382,0.2896,0.1164,0.709512341962673,0.4375764993880049,0.9578790882061448,0.5979323496413861,0.7906976744186046,0.4834057941977882,0.7875917278185457,0.49266761492432976,0.4070770238468102,none,deescalation_strong
REP00110,Noah,Barnes,Noah Barnes,NovaWireless,General Support,Call Center,Customer Service Representative,False,12,12,mid,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.5716,0.6365,0.2597,563.34,0.6617,0.1229,0.1248,0.5727,0.4423,0.8672,0.5318,0.3242,0.3552,0.2769,0.3687537627934979,0.5235618115055081,0.43111992071357774,0.3573848769853896,0.5823643410852712,0.5330441577175827,0.40693795863909266,0.4445652261686815,0.5298208278781726,none,balanced
REP00111,Hayden,Foster,Hayden Foster,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,29,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.654,0.7231,0.2062,545.61,0.7236,0.1492,0.0865,0.6872,0.4667,0.9367,0.6144,0.3748,0.3171,0.0835,0.6167971101745937,0.6872705018359854,0.6209117938553023,0.6007889603809279,0.4597868217054263,0.7415175709248276,0.2967311541027352,0.4848759824330078,0.5285025050520753,reactive_under_stress,balanced
REP00112,Gabriella,Martin,Gabriella Martin,NovaWireless,General Support,Call Center,Customer Service Representative,False,2,2,new,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.5532,0.7078,0.2544,560.13,0.6366,0.1076,0.1385,0.6513,0.4023,0.9028,0.4046,0.309,0.2863,0.3568,0.3133654425045154,0.5397796817625459,0.363230921704658,0.42798131513149673,0.6191860465116279,0.5354058142330502,0.5766511007338224,0.4558980588404263,0.4130329122146469,policy_confusion,balanced
REP00113,Taylor,Wilson,Taylor Wilson,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,25,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7293,0.8293,0.1988,527.17,0.6877,0.01,0.1025,0.7578,0.3884,0.9556,0.5872,0.2832,0.2898,0.1509,0.8434677904876579,0.7099143206854346,0.541625371655104,0.8605262856491226,0.6816860465116279,0.7012742426670939,0.3330220146764509,0.4369398271679282,0.43018220351932507,reactive_under_stress,policy_expert
REP00114,Alexis,Barnes,Alexis Barnes,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,23,senior,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,goodhart_baseline,0.5868,0.6527,0.2627,511.75,0.6311,0.0429,0.1441,0.6623,0.3523,0.9785,0.2544,0.4046,0.4136,0.1284,0.41450933172787474,0.5143818849449204,0.3354806739345887,0.40259516765605197,0.3875968992248061,0.6284290351017792,0.7770513675783856,0.5471978524617208,0.24506627867393416,escalation_prone,balanced
REP00115,Grace,Torres,Grace Torres,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.698,0.7914,0.2212,541.01,0.7276,0.1095,0.0634,0.7286,0.3287,0.9085,0.5661,0.1977,0.2069,0.0359,0.7492474413004213,0.6413708690330477,0.7353815659068385,0.7611690749375004,0.8888081395348837,0.7104508935726879,0.3611741160773848,0.4484616192134077,0.40535400076921624,none,balanced
REP00116,Lucas,Gupta,Lucas Gupta,NovaWireless,General Support,Call Center,Customer Service Representative,False,30,30,senior,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6977,0.7452,0.2489,542.25,0.727,0.044,0.0759,0.7387,0.396,0.7867,0.7138,0.2767,0.2311,0.0757,0.7483443708609271,0.556609547123623,0.6734390485629336,0.6970285405448831,0.6974321705426356,0.5434078979003044,0.16410940627084725,0.5262370897949249,0.625908280699693,reactive_under_stress,balanced
REP00117,Jada,Jones,Jada Jones,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,26,senior,network_service,device_support,tech_support,device_support,network_service|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6347,0.6848,0.249,523.89,0.6287,0.1526,0.0719,0.6056,0.4019,1.0,0.4938,0.3646,0.3297,0.1225,0.5586995785671284,0.5563035495716034,0.6932606541129831,0.5189417385529327,0.4844961240310077,0.6533088235294118,0.457638425617078,0.4238669070765171,0.36891394232177155,none,balanced
REP00118,Laura,Davis,Laura Davis,NovaWireless,General Support,Call Center,Customer Service Representative,False,47,47,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6477,0.6861,0.2799,537.42,0.7022,0.0513,0.0622,0.7124,0.3675,0.9098,0.5111,0.2635,0.28,0.0441,0.5978326309452139,0.46175030599755207,0.7413280475718533,0.5403003794373161,0.7294089147286822,0.6655308342683124,0.4345563709139426,0.571028767276574,0.41794661494704344,none,balanced
REP00119,Madison,Hernandez,Madison Hernandez,NovaWireless,General Support,Call Center,Customer Service Representative,False,86,86,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6267,0.5766,0.4102,543.91,0.6453,0.141,0.1734,0.5474,0.4276,0.826,0.3774,0.3228,0.4009,0.061,0.5346177001806142,0.06303549571603428,0.19028741328047571,0.35774171471672006,0.5857558139534884,0.44676630870331774,0.6129419613075383,0.49185444360231784,0.48818396651039797,discovery_gap|escalation_prone,balanced
REP00120,Paul,Edwards,Paul Edwards,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,high,0.1359,goodhart_baseline,0.488,0.5485,0.361,570.01,0.6624,0.0999,0.0937,0.4898,0.5426,0.721,0.5018,0.3277,0.3328,0.0748,0.11709813365442502,0.21358629130966955,0.585232903865213,0.11024468303895772,0.5738856589147288,0.3351483611155633,0.44696464309539685,0.4502569639835128,0.7295310469840321,discovery_gap|policy_confusion,balanced
REP00121,Elijah,Gray,Elijah Gray,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6716,0.7631,0.2246,525.64,0.7033,0.0729,0.0924,0.7716,0.3802,0.9701,0.4983,0.2699,0.3489,0.129,0.6697772426249247,0.6309669522643819,0.5916749256689792,0.6824210172319549,0.7139050387596899,0.7497054816476999,0.4516344229486323,0.5474466835784153,0.37520712310498333,none,balanced
REP00122,Nathan,Harris,Nathan Harris,NovaWireless,General Support,Call Center,Customer Service Representative,False,21,21,senior,fraud_unwanted_calls,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls|porting_transfer|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5651,0.6274,0.3295,550.1,0.6378,0.0607,0.1063,0.5934,0.4174,0.7809,0.577,0.3369,0.2997,0.1188,0.3491872366044553,0.3099755201958384,0.5227948463825569,0.33505681102348484,0.5515988372093024,0.37153540230806226,0.34663108739159443,0.4859803219230943,0.5955665590217194,discovery_gap|policy_confusion|reactive_under_stress,balanced
REP00123,Jasmine,Harris,Jasmine Harris,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,35,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6507,0.6988,0.2359,565.22,0.6776,0.0562,0.1298,0.6739,0.4087,0.9012,0.4081,0.3762,0.3744,0.0406,0.6068633353401564,0.596389228886169,0.4063429137760157,0.5623233136584983,0.45639534883720934,0.6085936247796121,0.5719813208805871,0.49982522988326755,0.4216254529734008,none,balanced
REP00124,Michael,Green,Michael Green,NovaWireless,General Support,Call Center,Customer Service Representative,False,30,30,senior,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6472,0.6214,0.2908,510.25,0.6797,0.1128,0.0219,0.6045,0.3635,0.8741,0.3425,0.302,0.2793,0.1299,0.5963275135460566,0.4283965728274174,0.9410307234886026,0.4503556509004062,0.6361434108527132,0.5755329379708286,0.6595063375583722,0.5097327920650908,0.3759668707019751,none,deescalation_strong
REP00125,Isaiah,Ward,Isaiah Ward,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,network_service,porting_transfer,tech_support,porting_support,network_service|porting_transfer|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6729,0.7952,0.1843,586.98,0.6151,0.077,0.1416,0.6802,0.4611,0.8399,0.621,0.3055,0.3317,0.0782,0.6736905478627334,0.7542839657282743,0.34786917740336964,0.7286291173281133,0.6276647286821706,0.4101889325212373,0.28792528352234825,0.37571964335360214,0.6051240898377888,escalation_prone|reactive_under_stress,thorough_probe
REP00126,Kyle,Morales,Kyle Morales,NovaWireless,General Support,Call Center,Customer Service Representative,False,3,3,new,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,misinformation_risk,low,0.1359,goodhart_baseline,0.6237,0.6555,0.2786,504.41,0.78,0.0373,0.0313,0.6717,0.2952,0.9909,0.2199,0.1716,0.2808,0.3541,0.5255869957856714,0.4657282741738066,0.8944499504459861,0.4619939390287606,0.9520348837209303,0.9190360033659241,0.8230820547031354,0.5564480944289285,0.168627153140611,none,accountability_driven|deescalation_strong
REP00127,Aaron,Powell,Aaron Powell,NovaWireless,General Support,Call Center,Customer Service Representative,False,14,14,mid,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,low,0.1359,goodhart_baseline,0.5629,0.7053,0.2819,530.44,0.6533,0.0845,0.0941,0.6149,0.3519,0.9416,0.3236,0.2343,0.3069,0.2205,0.34256472004816363,0.4556303549571604,0.5832507433102081,0.43913457948920454,0.8001453488372092,0.6189653790671581,0.6847231487658438,0.4085773481778341,0.3025605005001521,policy_confusion,balanced
REP00128,Joseph,Turner,Joseph Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6735,0.7005,0.2038,544.24,0.8173,0.1324,0.0501,0.6287,0.4746,0.8835,0.4313,0.3216,0.3229,0.0365,0.6754966887417219,0.6946144430844553,0.8012884043607532,0.5989835249608801,0.5886627906976745,0.8412806539509536,0.5410273515677118,0.4344412489776237,0.5059640824624929,none,accountability_driven|deescalation_strong
REP00129,Gabriel,James,Gabriel James,NovaWireless,General Support,Call Center,Customer Service Representative,False,2,2,new,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.5771,0.71,0.2378,559.04,0.6662,0.0743,0.0752,0.6529,0.3608,0.7842,0.3295,0.2014,0.1831,0.2891,0.3853100541842262,0.5905752753977968,0.6769078295341922,0.4669864304557745,0.8798449612403101,0.42823719746754285,0.6768512341561039,0.455096769579156,0.44176895213951606,none,balanced
REP00130,Ava,Clark,Ava Clark,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6367,0.8064,0.1251,507.58,0.6712,0.0249,0.0465,0.7241,0.3608,1.0,0.5425,0.2191,0.1947,0.1032,0.5647200481637569,0.9354345165238678,0.8191278493557979,0.6895836248538663,0.8369670542635659,0.7314338235294118,0.3926617745163442,0.4215072221010944,0.3506225202766757,none,thorough_probe|deescalation_strong
REP00131,Riley,Kelley,Riley Kelley,NovaWireless,General Support,Call Center,Customer Service Representative,False,66,66,senior,device_support,billing_resolution,device_support,billing_support,device_support|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5938,0.6432,0.2188,483.33,0.5746,0.1297,0.1477,0.6165,0.3868,0.8596,0.3308,0.2963,0.2522,0.0947,0.43558097531607465,0.6487148102815178,0.31764122893954405,0.40003476667650983,0.6499515503875968,0.3625796401666934,0.6751167444963309,0.49641680884763634,0.40455697279092134,escalation_prone,balanced
REP00132,Anita,Morales,Anita Morales,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,device_support,billing_resolution,device_support,billing_support,device_support|billing_resolution|generalist,none_flagged,high,0.1359,goodhart_baseline,0.716,0.6541,0.2833,561.09,0.6963,0.0876,0.082,0.6139,0.5011,0.7678,0.5923,0.2434,0.188,0.0316,0.8034316676700782,0.45134638922888615,0.6432111000991079,0.5989863052990589,0.7781007751937984,0.4612247555698029,0.32621747831887915,0.47776439603946685,0.6893469166955165,reactive_under_stress,policy_expert
REP00133,Hannah,Scott,Hannah Scott,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,35,senior,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6121,0.6797,0.2259,530.97,0.7248,0.1319,0.1187,0.6078,0.3522,1.0,0.3181,0.2923,0.3032,0.0695,0.49066827212522574,0.6269889840881273,0.46134786917740334,0.4778954815271841,0.659641472868217,0.8299632352941175,0.6920613742494997,0.43396585118814845,0.25289641190349993,none,accountability_driven
REP00134,Mia,Parker,Mia Parker,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6402,0.5562,0.316,572.17,0.622,0.1212,0.1266,0.55,0.5826,0.8518,0.4576,0.4388,0.4513,0.1303,0.5752558699578567,0.3512851897184822,0.4222001982160555,0.349938384386152,0.30474806201550375,0.4390852901105946,0.5059372915276851,0.5236030791841293,0.6416914271243298,credit_leak_risk,balanced
REP00135,Derek,Ward,Derek Ward,NovaWireless,General Support,Call Center,Customer Service Representative,False,41,41,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5124,0.7755,0.1545,536.61,0.7399,0.0958,0.0748,0.6759,0.4597,0.8341,0.225,0.4284,0.4354,0.0649,0.1905478627332931,0.8454712362301102,0.6788899900891971,0.45990034438015626,0.3299418604651162,0.6316987898701714,0.8162775183455637,0.3968798631371178,0.45007250335911864,policy_confusion|credit_leak_risk,thorough_probe
REP00136,Cole,Price,Cole Price,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,network_service,device_support,tech_support,device_support,network_service|device_support|generalist,none_flagged,high,0.1359,goodhart_baseline,0.5639,0.6303,0.3296,591.93,0.6861,0.1298,0.182,0.5162,0.5442,0.7815,0.6186,0.4201,0.4989,0.1489,0.3455749548464779,0.30966952264381886,0.14767096134786917,0.3372484644648711,0.3500484496124031,0.4611396057060426,0.29112741827885247,0.3743116768356342,0.7282980997809175,discovery_gap|policy_confusion|escalation_prone,balanced
REP00137,Avery,Hughes,Avery Hughes,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,29,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6966,0.7875,0.2333,493.61,0.7602,0.068,0.1234,0.7343,0.2768,0.8702,0.1933,0.2247,0.2461,0.1244,0.7450331125827815,0.604345165238678,0.4380574826560951,0.7536855664926589,0.8234011627906976,0.7181975276486615,0.8585723815877251,0.4617877540944082,0.2397292536371231,none,balanced
REP00138,Ashley,Jackson,Ashley Jackson,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,38,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.615,0.6764,0.3279,525.49,0.5978,0.0835,0.0907,0.6263,0.4821,0.8351,0.6302,0.3632,0.3256,0.0734,0.49939795304033713,0.31487148102815177,0.6000991080277502,0.4777111077581062,0.4878875968992247,0.37184795239621726,0.2756504336224149,0.4643170179949772,0.6320361572179574,discovery_gap|reactive_under_stress,balanced
REP00139,Samantha,Smith,Samantha Smith,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,35,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,high,0.1359,goodhart_baseline,0.4886,0.6728,0.3426,567.61,0.605,0.105,0.1642,0.5989,0.5792,0.7635,0.6386,0.3732,0.3703,0.0829,0.11890427453341354,0.2698898408812729,0.23587710604558965,0.2825014893483168,0.46366279069767447,0.28753556259015856,0.2644429619746499,0.4310650133298265,0.7831938442768068,discovery_gap|policy_confusion|escalation_prone,balanced
REP00140,Sarah,Walker,Sarah Walker,NovaWireless,General Support,Call Center,Customer Service Representative,False,5,5,new,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.6345,0.6592,0.2571,532.58,0.6984,0.055,0.0689,0.6325,0.4872,0.8056,0.36,0.3168,0.3143,0.3886,0.5580975316074652,0.5315177478580171,0.7081268582755202,0.4833498410725498,0.6002906976744184,0.5165836872896297,0.6361574382921948,0.4966752148288118,0.5526870745724599,none,balanced
REP00141,Leah,Stewart,Leah Stewart,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,low,0.1359,goodhart_baseline,0.661,0.6671,0.2709,514.95,0.7067,0.0813,0.0366,0.6286,0.298,0.9766,0.3402,0.305,0.2546,0.0145,0.6378687537627936,0.48929008567931465,0.8681863230921705,0.5341259952988217,0.6288759689922481,0.7648110674787626,0.6625750500333556,0.48034534113627114,0.23104274873029665,none,accountability_driven|deescalation_strong
